,Latitude,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
8d568e8f687c4ca05175da97cfbc72f6,0.08390424888464686,0.00705962082380997,0.006706356383426501,0.009684299392954841,0.006156417753655006,0.00752090147952568
e7722ee66d759ca3d878ac141872d1a1,0.06827866479737213,0.02196588475747362,0.006577119628300653,0.014197925382090457,0.007891318370430448,0.005186819975302179
ba3e1a7b42ab33a67f925fec4c4845b3,0.06785915492678538,0.006252244145850445,0.01036909422181916,0.008907414075641119,0.013274280900048055,0.007228694389531576
9425a21810b2931e5b22be8b94a6b7c5,0.0677124473228569,0.030956954842549633,0.010689518756120382,0.00755156409310375,0.006501008069442116,0.006819232999206412
79d4d9ce862c2669542cc6974541eba4,0.058605186248474904,0.0033448361102979976,0.00831763944817323,0.008187522867959008,0.006687257884996677,0.005467208987322936
721b307af2414bed9f68b8a1be476b66,0.05669312856871817,0.011979009892970606,0.01349245309513712,0.011916043951279418,0.008113487177521285,0.012578516562702353
3ebe761bfb1238c87195d431f41bf976,0.030581467412623124,0.005403910043920114,0.002303728579638538,0.003170706634446495,0.0030373713970800386,0.003719747556660764
ad72127c01dac114c005c83404612b5d,0.028013177024929066,0.017492031205119312,0.018435973717472513,0.0183506928886489,0.009421011452503769,0.012252554556420306
9cb93e71a3766fd304a942b1ef31dcd3,0.02735204778187503,0.014318337409506735,0.001415822058494167,0.0035801076511255843,0.002533822407301217,0.002165772880032775
9261cba1fbbba5868ff8508387401ef6,0.021996192857867553,0.004315194843364618,0.006720588947988152,0.01147862723898511,0.006336099717618483,0.008477906729842655
96c22347383492d1e4017b43c356e578,0.02109056598175887,0.0032836905836624193,0.0028824584950900055,0.005365530713684369,0.0024600102751868116,0.0051935404269300685
05810500448cc3ad7c9d8b11a497f1ca,0.016510952381710006,0.004888080148953131,0.014326968229028137,0.008750986886926618,0.020119470958555475,0.020157893035855762
d6b514f12edbe7d7f0bf154a81e0d3a1,0.016493051145346604,0.009533051888440702,0.01958789537851738,0.015160357226649074,0.007008887614103028,0.01309353310247054
9e7a83796a9ff01a542f98d27046c4e7,0.016001746814110863,0.0051646672262506904,0.00401035288114932,0.006914330063771527,0.003938166205851926,0.005936408607435451
07c36ccd1b87cc30d639134f3431fe3a,0.015160612626072408,0.024866866566967388,0.0005802969798342343,0.00040506956205763484,0.001630663260262344,0.00020070004130346466
a66e4cea3b49ed188a0493c84c781478,0.014467680708793755,0.00727046002446164,0.010985759065696024,0.015337126406646038,0.020310024101002196,0.023063822258953936
b042b425f938997bdd449bf0edcec6f4,0.01423753089994813,0.00694593894681825,0.010005643346115098,0.020459530577099035,0.011526189267366016,0.01165302768011827
fb9de31c744ff19f1e2c165128c807d5,0.013489339444999133,0.0,0.00012020016517115046,0.0,0.0,2.709046388144975e-05
708ff903a13b60a99255b0e0f865a0c7,0.012865837503113651,0.0034570140649332354,0.0038905863096560934,0.0019116413682228192,0.004140910962739182,0.0025472444260305218
9dca0e77ce0f7d027457c9a8eba1c415,0.01247805676499679,0.0033059194273956107,0.019683690700482943,0.014221043120803892,0.011654558808109415,0.014478206165064901
5a7b179b1b45f0fe2282f260bf073f60,0.012095666592216727,0.0012085118878986778,0.0026395165881153335,0.003591959321140233,0.0014941409220810033,0.0021430790750694827
52cde3121930654ac3de59ce3870bca7,0.012075296291250539,0.036961549668537014,0.012188573536583225,0.008821919761939167,0.007261460453854845,0.006592037940225835
fec88a8b2bb1bf37f98578a5ef8e75ca,0.01198097458499447,0.006244452475915241,0.023590955339095335,0.013801901927279573,0.030750153295767507,0.03124053005603912
1620898e0f9ee43cf499ff5386f9fd54,0.01109042552422457,0.00629425232724332,0.013409368473363213,0.007516924767140368,0.022025904803320978,0.015452647520301803
607db93d25d40604bb4fac4721155723,0.010826202562908428,0.01146621263409012,0.01271225053305449,0.01649060088786018,0.019785327574464426,0.01892286577124647
4fcfbdef5ee10c32eeb61d7daa317d3e,0.010767106434515372,0.009939971889924765,0.005296282859192205,0.009833660324497407,0.0047470141994276,0.005317656281435011
3592c701a101acb703a84b16649dd376,0.010584097481084437,0.037873838720117986,0.03464748445703893,0.015579757526939844,0.022162180577532716,0.029813221903428676
eb4bc8edc3f158ae6e6904a6c679d951,0.010153753180348338,0.005204298733130497,0.02756673028020579,0.024292570393629753,0.019879268038739115,0.015058813595364248
3806a838f2786aba3d6e54d834f4893d,0.009749073556307004,0.015423790528180154,0.009579745412059647,0.012332429674941916,0.015690343186689684,0.014193898349281734
37e255eef9f2b25abe5b8cbda5e620f7,0.009295222663301352,0.0011909871490966377,0.007387029220460958,0.0032608971250914797,0.016884863570767943,0.004186297787148914
3604d2a0f56e0c0eb2f03ad26cf6d198,0.00819024035991669,0.0035111746149917578,0.007621450373755692,0.0059675191081475865,0.004918822611904932,0.008194793876921139
c79f25c22eaf66daeafd4de62171cb68,0.007443142501893597,0.016642510139316394,0.02016727935457836,0.01628643477143769,0.01249062594671844,0.008685424690547732
21bf48f387e129aac38217330f6fdd0d,0.007058363236837335,0.0070432989236109385,0.006073305884664039,0.006902366384734186,0.006426319922862762,0.009871295646868282
56447b4617773f1f5e720d37abec8480,0.006831184341135477,0.0006410397544940969,0.0022696772442598813,0.0018290113559940825,0.002421428763118056,0.002156926639805513
168baa8880a6f5e980c20f4ac061567a,0.006282076354850562,0.0006659243992220656,0.002401103090181943,0.004122716209400406,0.0021416521811008105,0.005047124424053328
aac01a72063cd44003b6da3cad57e337,0.006036717896060949,0.009566979025098588,0.016563616747265628,0.011538403660065588,0.020368148342613947,0.010000204859440368
94ede048228c2ff9aecc41028608040a,0.006030982082554003,0.004021663633719635,0.014586267537092232,0.011828023872394448,0.0476349943845261,0.021733813324461435
4e85bc0d0fcdc9e53873c6a39b33387f,0.006001287986524222,0.003860983070729617,0.005890123158259096,0.0047710904969652645,0.009563308440086871,0.012986975105657968
55ac7e296e3b2e2e1dc120c106c70da3,0.005877028224614613,0.05473131357594527,0.012403885096030513,0.0114706217979195,0.012666466004341122,0.0077397586364725615
05b65d790c41b798fbc162958630bc7f,0.0055569871857410105,0.0001501563216994441,0.00015997452240522193,0.00045375689570295157,0.0,0.0
2e5a6c1321700564e277ff623ffa809f,0.005394917202798356,0.009077736339154329,0.03931940441092244,0.024182973181128727,0.036018300561733316,0.026977259662880983
81927c92ed5f0afcc9dee9a7c9b5a56b,0.0053369731667880825,0.003082995075428931,0.007814017519984132,0.011525674911454167,0.00989118793986646,0.016379179141757454
8ce4b0c307bac36c25bb73fa62b8aa80,0.0049188579070321104,0.023407947028981187,0.004279331844387408,0.00868194628260809,0.005029921598890844,0.00558518810525463
5d266561f9cd62715d513d4665f8b48d,0.004846467275641228,0.006927751339549175,0.0057263527185469005,0.005976948977138201,0.004447185228678684,0.008353540156041967
0ef4e15bfedb5da72f3e9447aa76ef8d,0.004750532397829782,0.025325540095085128,0.010679512101391054,0.004441671365107414,0.007355346481588752,0.006083860016766317
8842af2cd7f220c134d21229fda282d1,0.004282961200856538,0.004002194599757438,0.0015258325220988713,0.002396374113457365,0.0018378872127728268,0.0017622218975663205
67f884539e88f45c89ee62500c01ba41,0.004174469208369767,0.007281511445675704,0.005438172132606032,0.013181600009502775,0.017686768590316582,0.006954262645227624
6fa134b133efaeccb9b6431540c0f626,0.004051484742286883,0.01604414629243968,0.009707294196384155,0.006858092961750597,0.008781502427358007,0.011642956128009549
c38afe75fa91fd7643d42afb83afce93,0.0039014831045355615,0.0037521050034314616,0.013001971131524685,0.009089554258371867,0.003892364465209527,0.007179028908647117
2a2baa8bcabfcbc85b4ec52aa079deab,0.0038152718991890724,0.0021888189874820435,0.0033578093537168607,0.008647556536945055,0.005344964503129465,0.008569350165752027
a94ef90cc0e5253a7a1d3616591db501,0.0037544346063815093,0.011392041241727787,0.005486001592302816,0.004866774163598248,0.0012864634483668847,0.006068126854018908
9d2d0f768be467f5d715b1aa79f27d38,0.003753920998341395,0.0038106991781451708,0.01768310222941556,0.009268586953526002,0.0035652656368580487,0.005370662975619807
aa5de0642addd3142f38a836ed1df3fb,0.003535566868360973,0.00732970830257697,0.0015301200466800553,0.0028309988321246556,0.001829405641996539,0.0009688992264737259
edb8587f29afbaf0b3b49a182d5b90f2,0.0035255702838207833,0.015714541141761348,0.01468456466123145,0.02399100602872086,0.010070126071059598,0.011696924116417208
5facac583975da2d48403fddcf1c0826,0.0035133999907900858,0.0002983128759155695,0.0005281567255649655,0.001228587235847032,0.0009770664129532833,0.00046258151705907437
35d8f36df5d45d87114a7421971faf84,0.0033451098719928115,0.0008264097942274945,0.0063515512714133,0.013395049117736719,0.008370997124565892,0.010393088047094576
a737a17ac9143a0f2bb424be905d6713,0.003193358860191949,0.003318344892269406,0.0034718442465294396,0.0014019116850223278,0.0021405758105467495,0.002005142823520192
f05596f6aa35b98d431dcb924ade457d,0.0031393560387163897,0.00040756321507177566,0.0021516875412713188,0.008006837890667837,0.007199102843719527,0.010231772209510246
53edbc908bce22d414ebc5c9095e9b9d,0.002984849073873346,0.01914433893683911,0.008114040029500304,0.013466294083312064,0.006506891172150656,0.012364868017679312
424f17ff4918f1c6ec054e204b479727,0.00297191585906329,0.001620067486344875,0.0020726027725678463,0.002064738129680951,0.004370055387393776,0.006998062618585036
aa484336a6905271653212c83ec98b32,0.002933300443694537,0.0036527292165302,0.022336519451131697,0.03315581024652157,0.019255474738831286,0.020465600922856042
59b773378941a84d4eac1c30f26a1f56,0.002923017976673208,0.06670143463712806,0.0019276888878237114,0.00043948589803812876,0.0029566551058505257,0.0008869520369499388
0b123bf00b5952ffb6d8f6fea383b92a,0.0028892814023151673,0.0010906992873396973,0.0014434863024535677,0.00022217530738544142,0.0008027099095638693,0.00226848883797993
6123ec301b1633b15b67a5f410fc080a,0.0028603867385952287,0.005939822214764293,0.011187000907405103,0.011789898261774123,0.01637557151701041,0.019538314894288148
182e34b0fd891fc86409116f6ef8e25d,0.0028130298523593527,0.0017226067193881621,0.011873239138037861,0.016514473919239277,0.007415078666033057,0.009649408054051161
685a5a9649595d69b70f5e137dea33c6,0.002806992277702538,0.07919741993255122,0.006019117444052797,0.012155129034117114,0.009948664688158347,0.009148091503073235
7b077e49757f181000e69356f9278ddf,0.0026863217060030475,0.006527402302191471,0.052719240457905756,0.046426005549016075,0.028872171638353008,0.03640925393099328
35bd786334fd7d94a49c3357634f1e17,0.0025390818553650604,0.008141255714366469,0.001469008139151176,0.0019384096282325477,0.000814135744045724,0.0013836571369524992
477b7bb3fea9a590a1526aaf1ed13c78,0.0024965340953877102,0.045807323791977994,0.004103664324675529,0.006264249477308203,0.0048894957709500935,0.00376604367212841
f4bbec80f800d6d6ca97bfc68b629caf,0.0024493274483195233,0.044780790348656056,0.0008538974746642976,0.001003346324771977,0.0011132293445106707,0.0014409546121199822
bc16502435bc5121bcc56eab1d92d669,0.0024063304274697717,0.006328405399152916,0.001044514026777136,0.0016297958779860487,0.001053984432412098,0.0009615016810774916
3c7a64cd69152bc816c612605a410e42,0.0023987420853134557,0.0008653311062347272,0.00614614163527161,0.006919041233279783,0.0038301728490775537,0.006957449608237168
1608a34ba4dee092dbae556249d2b581,0.002374168341939928,0.0069904831195569655,0.0030542964501951222,0.005125265822226239,0.00280040224944419,0.003440938452616372
80776eca82e6324b17b1816d0d1348cb,0.0023221942438848755,0.0021658895669901933,0.022414365250123088,0.009239802517145564,0.011101772351406048,0.026028118262962363
5613713df45176097991ea8f4546a142,0.0022542237791652385,0.008294125978728006,0.02137297716546514,0.023315519683344527,0.00798665463670143,0.009631628461076909
44be895b18c66374af02fb874176fcd4,0.0022063789084510893,0.011202284382347934,0.002564716876879514,0.004781523820402,0.003262832885314642,0.0035561414260084456
4b22f5e82c0647dcbd9cc87278344519,0.0020684800246828974,0.0062378067636193945,0.009364420748450444,0.009488766926518618,0.010728261535297354,0.018265616943346066
67fe4cbd09f6cf69c42e41e7bfa09dd9,0.0020350152568958148,0.010273797656718256,0.0014776425240479404,0.002469611775081758,0.0014537727051193111,0.0027303941060633314
0fb538dc7ae93db1aad8af6b841e0274,0.0019649152261132243,0.0012554261284911982,0.031205671175566867,0.02846754396964796,0.017808939754437127,0.0165466627816635
f5eae4c7ec57ab5260fef912f1d52742,0.0016849796920404508,0.0032163708420905276,0.0024236854632282024,0.001610556608768957,0.004337665873551835,0.00397052364471304
61f5f9b0a1d45d96f507bdfaeed523f7,0.0015344898373693303,0.004921068114212252,0.0024722589941509484,0.0029970636174922534,0.001443244887634392,0.0037354454044413693
342eca328b16a2c6156119cb6eac07ef,0.0014961670873618348,0.0036899376410720348,0.0005660529234425696,0.00183777754997833,0.0007259161889090819,0.001227495444330496
bb5c991cd4be11a74cf5d6ba3128de56,0.001477410688080685,0.011114432472659648,0.006086344052913458,0.0064518112770535225,0.004924913888864253,0.014911413046329477
573f7ee465c06d68b41594bf6fb532ad,0.0013667725437634974,0.004509890482149388,0.028945862990140944,0.03812223998786135,0.03323779049614073,0.03210392275660064
98e09d19295671e5fbbe54a0dc555e9e,0.0013466603681457075,0.00017744733179711461,0.00033177700865101757,0.0007123635233157259,0.0021551949432405044,0.0009455882463772959
cbf7b89af30ed45f0d311fdb148608c5,0.0013069265564518387,0.00021811538155360266,0.00135692733849951,0.0015295493128955836,0.002854457645016078,0.0038946179526440227
