,Longitude,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
0e24e81b47a51b1827c0e2d164e87f73,0.0,0.0,0.000655220794228795,0.0,0.0
b055956964f80923291c9aa4aa65b496,0.0,0.00015955445976999203,0.005364725373415527,0.0014144196517697843,0.000571054215457997
2d6ae91a5e4f7c2a7a8cb4117f76a72f,0.0,0.005326553072950845,0.005901080893799936,0.01234853495770792,0.005076092688176445
fbb28971630d9217315585ec7b2ee1c4,0.0,0.0110556227683305,0.017323500397034793,0.01230271224235732,0.015073562470147257
d338b742da6cc6a04cb97813aabc3674,0.0,0.0,0.0,0.0,0.0
bab2ca547ec979d9977cc0c3199e2735,0.0,0.001763017567511287,0.0013255762772695552,0.00020333468889792596,0.004210611972560367
0646dda313840fec0f1510b16fd3308e,0.0,0.0,0.0,0.0,0.0
8696a3a4ceed8a13acd4b0dd9d538bf6,0.0,0.004420458343628524,0.0008457968859168901,0.003252209008485796,0.0020094726620282855
eb5715f45c1627d182ef8c5a2c6b1157,0.0,0.012006773258681533,0.00940958473491009,0.005476795753524606,0.0028096285738964852
e909275e83268fe54e558830b4cecd48,0.0,0.0010321122927727832,0.007804834324012238,0.0,0.0018660078602964593
fbade0f317634e900772b68353c61994,0.0,0.011238173232835595,0.007198435241064039,0.004803601309034139,0.005548097294550862
2e7b8e0e674c8f20390203310d34b401,0.0,0.0,0.0,0.0,0.0
30dbc0804f35617e0e830cbb007f23bf,0.0,0.003787309922253738,0.005916671575828824,0.0017189495600579807,0.007906585523331488
74039d574a33534789816ded78815b81,0.0,0.003161073655058353,0.00940602877121316,0.0018550024334849022,0.0016720561957931077
df5d3a055e5f03a0b497945487e968f9,0.0,0.010395028012437654,0.012680523053388413,0.007844291885575177,0.006195025150217929
2363d97c05d059390fca53d856383162,0.0,0.0,0.0,0.0,0.0
0423ba13d6d112d8e8bf78269d1db7b9,0.0,0.0,0.0,0.0,0.0
150ba6ca36e16bf9fd4b11a39de8bc0e,0.0,0.004342863633695255,0.005016422960494941,0.0015147973769502963,0.004878627868894775
d244be3e213f8c3234e80bc03111b8b7,0.0,0.0,0.0,0.0,0.0
777b8a99628424e74a397c814b662d0e,0.0,0.010843268800602828,0.016165051452432973,0.022702826604922302,0.014845503018983887
4d16af438dc02bda41b17cb3276857e6,0.0,0.0076031532955610865,0.008046330471482708,0.012714147137709016,0.004103573369746131
375e66a990c555672e98f6b0857c981e,0.0,0.008945348702104053,0.014530817434071454,0.005022458557278484,0.013293407156445499
80e78102b0c520b898182dde741f50e3,0.0,0.009433287620117659,0.00438172813773861,0.013004572862013801,0.014615369974080014
00b54bad7e854b2cd5c060869fa7ad6a,0.0,0.004674783000629174,0.006482852884779993,0.0015471332050596388,0.008474690549764767
eac23401f62b931543304a883d5e8898,0.0,0.006842042427810966,0.007333776044741162,0.013476872548599243,0.00694503948239958
5a6e29626c62d7c7a9ae6a0f5f325b19,0.0,0.0009997623868810055,0.0004438492199062038,0.0,0.00034320667000340755
a7d473b251dc597fee770f43b92a6f3b,0.0,0.0,0.0,0.0,0.0
64110c785b3791610670b71ef6ee4070,0.0,0.007019777130425453,0.008011110185335494,0.0025282993577438015,0.004583337496509389
044af62ec3bcc85c4131e7942cf9c50e,0.0,0.0008500729628834201,0.0012972927349616332,0.0,0.0
1c7b70e39fdf0e5133891fe2b2aa14b8,0.0,0.0,0.0,0.027274683202142165,0.006334667111489083
0ae18a60d8c5d2a58fe7c88b116aeff7,0.0,0.011574805680673745,0.0010849650328954713,0.007266162317675765,0.005856782912663637
c556975bac485d3e853ad35ea4cb4f4f,0.0,0.0,0.0,0.0,0.0021320402517617494
ca3ca7ed5903208edafe1b1723646db0,0.0,0.0,0.0,0.0,0.0
77f4991424751df3efaf4e2e39811514,0.0,0.02532343150473985,0.00821420805040285,0.009929132369984675,0.004708025677318622
9208048936a7abe7ef59466d52e44e9c,0.0,0.0,0.0,0.0,0.0
c8e3cc6804adcca1edc44bd1530962ee,0.0,0.0025240660232719804,0.0067465634690961574,0.001704712858168345,0.0006203684154278846
f85f3795f07958c8be559b3b4447cdfa,0.0,0.002745189477116132,0.003941170728516885,0.003047765072772833,0.0019450372877122704
49055a8926642ad934ee01650da59860,0.0,0.0002447071705422338,0.00039361283615484046,7.833788135077099e-05,0.0
d175edf63d2d94bee015fff07473ffba,0.0,0.0,0.0,0.0014369173647999032,0.0
19c0106b5b70eef97c7a4caa4bc3b0ea,0.0,0.0,0.0,0.0,0.0
0d7ec6f38061196ed07ed89c73245b8c,0.0,0.008529872709459001,0.00623221290362232,0.0037508848543723046,0.012249077782224801
8b32cb94acfa0720bd600287b7eaef6b,0.0,0.003980243420337106,0.004893054158016659,0.0020723381547475637,0.004242316470331784
8df13636f5eb6bf9d19c24c9acf7c3b2,0.0,0.003979682085760509,0.004291991691476049,0.0022379917173215454,0.005328925052320421
2b9608a3e6edd566185a0fd8c737a0f2,0.0,0.0,0.0,0.0,0.0
c29f48737810706386bdb4370bc7756d,0.0,0.0030681511694613623,0.004366875798376789,0.0006695093653565534,0.0028578656912390597
642c2e7aca66aa156bc001dd6adf6499,0.0,0.0,0.0,0.0,0.0
90d358c12888243fafa0e1d96b7daffb,0.0,0.004192081731656775,0.0039876513717121845,0.0008478157428078999,0.00529690093839081
8d35e09d2b89486c5c11d6f16f493705,0.0,0.00033798261929902847,0.0,0.0011254475736932493,0.0006285378498798711
e62d2f0607d1bf8f4fa6c0212fa73853,0.0,0.0,0.0,0.0,0.0
aa29a3d2a81c767a9c8403664a058c8e,0.0,0.0,0.0,0.0,0.0
872ef2e5a0cb2abdb69607b54fdd6bda,0.0,0.0,0.0,0.0,0.0
6ecf8ca553bc7e686fd2547492b30469,0.0,0.006243418478351482,0.007527577098743749,0.012400099177872949,0.0041359578080555105
2479a05c8820454d7ffc06a5fc437383,0.0,0.0,0.0,0.0,0.0
39c790510b6a66a25894bef49def5dc2,0.0,0.007073607937198013,0.0020940032784171362,0.010677651232528411,0.02631947290858854
21727ccd141928cbe5fdb2455387024a,0.0,0.006625166835009399,0.010647444527965374,0.00242260439919905,0.0024397363230422445
47089eede2228691db261668879887be,0.0,0.0009717228746129735,0.008128989174404203,0.0,0.00038908010088247954
a609a5898b541da6ace1e25b3f0e30e3,0.0,0.003780091178163255,0.0036868526410550784,0.0023626371646019266,0.0004424154535251123
d7ad1bae995487781d84990fb7757f83,0.0,0.00012278562476713073,0.0007019003065479217,0.0004307089469266412,0.0
24f02e5080d0e05cd8f0bc3082e8802d,0.0,0.0,0.0,0.0,0.0
cb16e852847785239a4de5fcd3b3af02,0.0,0.008823563689435486,0.009509145494772045,0.00495781997190722,0.004796138849791305
6a9d026233eb0414fa4017df86343290,0.0,0.0,0.0,0.0,0.0
46351b0c509444586d5c5fe7b151c33a,0.0,0.009268035308917564,0.011933258692948678,0.005844364315375267,0.003931712526549175
dc3835d12dc9edc210bddff9c66bf356,0.0,0.003590300488760392,0.005275555372672734,0.0024540736016530093,0.009682880760849033
03ce811941f66c0b73fbaf7d29fc9c05,0.0,0.0038022466155766548,0.009727283470586124,0.011503055462963789,0.010213944234233104
9224f4414a327e0b42859f73f4ae225d,0.0,0.009380479294618852,0.016742117362655316,0.016620375616010957,0.007589907762659397
94111df60884404f16caa7cada6b7034,0.0,0.00960589340345275,0.008781216159028176,0.006609856054421689,0.01705255129520647
a3cf60f1175fbc9a26cead1cfccf9ee7,0.0,0.015154776533174211,0.009954625003545634,0.006708037080292624,0.008672857048419191
cc0f030858c0817aac61afc043224bf9,0.0,0.011257883306152381,0.01001297760072495,0.010475342358591065,0.011388801408768206
3a03346da75d6349e7e2da681d15a048,0.0,0.003016091447231317,0.005745149737758795,0.009293859128330542,0.006736329488626849
110b5e349203691b4231003c56f44050,0.0,0.014342103384824459,0.009535317840791022,0.006120980129813703,0.006739485187291574
f5386901988613961f89d0cb5979bffb,0.0,0.0,0.0,0.0,0.0
3ebe761bfb1238c87195d431f41bf976,0.0,0.004562862350062986,0.0019107414330944495,0.0028295498539292253,0.0013523196359385764
342eca328b16a2c6156119cb6eac07ef,0.0,0.0027985484414113485,0.004058530559640652,0.008498558360001782,0.005066132046540343
9dadcc18680210811f8714c6f29e5921,0.0,0.008512626322911148,0.007957735081127387,0.010486784804036163,0.006691214378106415
54c5162439d2d1c970aa53ae1209bc72,0.0,0.016526654138813403,0.010461647151181757,0.006569735513530521,0.009163600560132238
5ac2655588a643defc30174f6dcd5e40,0.0,0.0,0.0,0.0,0.0
587a0606b24db52ca037cc6f7a6bdfa6,0.0,0.0,0.0,0.0,0.0
e72aa9d91f0347e09f526fb4e403a2b9,0.0,0.003914841509140341,0.0002836327711747217,0.005871753412740755,0.005361033590911414
7dd273cfe05a5c5e224f299f760201cf,0.0,0.0019864565121669214,0.0,0.0,0.0
60028d2dbcfef8272a4d5b6baf0633b4,0.0,0.018136147115149583,0.01352243375130695,0.007661602212583569,0.006326654182277251
0c03959892d1fad4c349f605f837a226,0.0,0.005749703892197533,0.005702323008599403,0.01928879989037018,0.016346829783663495
df21b89d82f66a29ac32449515a2032c,0.0,0.004087403480600947,0.0,0.003558693751508255,1.325960990227667e-05
c759cbc57f95d76dc2b85a8e21e836b5,0.0,0.005252283165368194,0.0,0.0034645807940464064,0.0030003528283504693
f5e344913a1e842e5e90d4625c9e1ab2,0.0,0.0002554505526764444,0.0007732245205812399,0.0,0.0006051012455404037
3576a745308ec8f4662afdc8f6e84e6b,0.0,0.0,0.0,0.0,0.0
a42c9f8f85e528ad62538c00dd464c86,0.0,0.012075744412874907,0.011734113275953141,0.009738971248790541,0.007786049256529288
04175f386c14319829ffb23d5c188b2a,0.0,0.0,0.0,0.0,0.0
d46e2205f0c6ecf67b51f83d111c509c,0.0,0.0,0.0,0.0,0.0
5fd8757a16e27c1fde92abd8bdcc315c,0.0,0.0007658677737937977,0.0032087027700273287,0.0064685417530939504,0.0054816630034144765
96d4fbda34c0e75927037e88bef5f2c1,0.0,0.0,0.0,0.0,0.0
c9869c8ee11c511d2adf4a495d12d553,0.0,0.00973878733391737,0.00791760068818004,0.017421459605990335,0.017909735601997958
07586913d93a70ce3872c138e654a819,0.0,0.0,0.0,0.0,0.0
e1c7cf3da9a472a555ab62de23f03880,0.0,0.017700045146042325,0.00585228878243812,0.01136021493131818,0.014842013334166843
63babfafd220027d771b816af9f0ea90,0.0,0.008644674638407056,0.008045376839041874,0.006107424698218663,0.004400575444933395
b8a4d3a8a8a5bef22e3ef4cb5c2d04ae,0.0,0.004275178673111734,0.008056867964139422,0.005497412681205944,0.0025801754878564003
790d71b766c5b0bcfc54adf3b2f9b8be,0.0,0.0,0.0,0.00033014169404750674,0.0002456711056894039
c8b43c6957ddf945a8e5c4a8914a9c17,0.0,0.0,0.0,0.0,0.0
ba4148cb7a30f59db8ff37161f6f82fc,0.0,0.011800290362720735,0.005905986951041654,0.019831656507665475,0.0068124485011070175
2e2858610adc6f89731e6dc06ce65791,0.0,0.0,0.0009949779829268486,0.0,0.0001249301340792649
a3a390497a2e86c5333f079849312e54,0.0,0.008520700927014829,0.006616509402761095,0.012210705490563944,0.013904856782350539
b365790697effc27a87d99d16f8a9fb5,0.0,0.0,0.0,0.004221892522077496,0.0038286161129730623
f074814225b62798cee2d908ab2608c0,0.0,0.0019186121604575013,0.0007122820471948086,0.003623287564104882,0.002700774720234587
d065280abc30073ba8c3501eba41f1e9,0.0,0.012720251885581665,0.012513806007564432,0.0012976193410312968,0.013947373914430352
8c3c0e78d2a495f9c687691d852330ef,0.0,0.0,0.0,0.0,0.0
268e91f7e0518a4f8e0934b40b788ce1,0.0,0.005221152627352866,0.001002321777639143,0.0036398499239860193,0.004079176755774568
4d7b83d18dfc7a5fc6cadcd72de413ae,0.0,0.004483071997665265,0.0051599922382576085,0.001359526628870336,0.00613010308680475
bf57cea5711d3339cecc570af82f3437,0.0,0.0,0.0,0.0,0.0
2d9a3610311ef9d7fef8f6f90d0be418,0.0,0.0,0.0,0.0,0.0
300763d703ddc07d5019a4880f30f9d2,0.0,0.0,0.0,0.0008608751206531986,0.0
075a1d46bcb4ff0ea09cb5f5ae87f653,0.0,0.000304847068387359,0.0004772155311156634,0.0002485201753196872,0.0
db9f9a996631b9b479ec28ff02394343,0.0,0.0,0.0,0.0,0.0
4907465a9a7f15f4b5bc3fd185137a84,0.0,0.0017404826206626775,0.0,0.001175912359387237,0.0
c8d754a85bfcf701673c917b6a9bc1a3,0.0,0.0027623956168623476,0.0013307435113417945,0.0,4.530232072504446e-05
4e85bc6546a503e32b5274dfd154cd96,0.0,0.007167815378751533,0.0041244099327637325,0.011087540458762668,0.016501755160278367
2b080946ba14b4a2c4f82e2002fd52ec,0.0,0.0,0.0005084918132818062,0.0007967903713248432,0.0004775220955012483
5f41045256c355488cf982814835865e,0.0,0.0,0.0,0.0,0.0
419e2654b164a03f8427e47edb43c351,0.0,0.016997488432437806,0.010322968015338333,0.012162253827297291,0.007474961053273274
26fa0d2fbe1cbe34cdf431bfa54518e1,0.0,0.0,0.0,0.0,0.0
15e1b6d3453309fa231ff63d2b3c8a9c,0.0,0.01260569635037386,0.006756478835602866,0.001626062067437194,0.004559722638674255
6333a14627cc7d0c5340333ab6f4203d,0.0,0.008641079468249512,0.0034663500531698192,0.008450706341469804,0.008036350991629337
aa484336a6905271653212c83ec98b32,0.0,0.009812500930929328,0.007197256108232181,0.0043076616445585705,0.004603098418086624
348130315bbad3e04a17de3d7956d8e0,0.0,0.006623183277678253,0.00822317478577542,0.015234755106754568,0.005805324592345501
a736b09e9ebd7b8fed44adca905691fd,0.0,0.011032139122981328,0.004265471763458941,0.009704835449457673,0.008039762351169303
2eddbe19db484d79082cf1e8920f2ad9,0.0,0.0,0.0,0.0,0.0
003d6b88725e4077e101fae2d9de1dd1,0.0,0.00043906445821901576,0.0006911659042379176,0.0004398217727248616,0.0
3b91446485c169ddbd88cc3d4923acec,0.0,0.0070299916336015005,0.010499066251897223,0.010202186100019406,0.0247413200250551
b02b3d9f477c9d1b771a8a5ec6b5b8ed,0.0,0.00617572243919024,0.005134700207131974,0.012340755778262909,0.0044746935298191
dd332babe9084cd1c50adb614c40cdfc,0.0,0.00020323137892490603,0.0,0.003428135548560758,0.0032906205585806056
0bf2c441c6be7c7566910702b6d05eb2,0.0,0.0,0.0,0.004303531911604883,0.0
3275549275863bba59477de992e128b5,0.0,0.0022874456101725314,0.0013462667205665472,0.013316816039417081,0.008059849127254926
4d268b1ff51108548a883f7ce4007dca,0.0,0.009820845518842769,0.014357539195643372,0.006287861683607039,0.0036098553408649143
ecfc97fe8cd5bfeda4ca9664613659ba,0.0,0.003235178985472792,0.005542194406310085,0.0008133387555917038,0.005526460794897665
71c9b09c1567f81e14bb6bef7b934e49,0.0,0.00863665686530279,0.00925615539285323,0.0020014140923035385,0.0028789991899213687
0fb538dc7ae93db1aad8af6b841e0274,0.0,0.0,0.0,0.0003459026891596901,0.0
90722a58387204d92de2be9d7daab6a2,0.0,0.004434801191009748,0.006341439671357837,0.002515868301881683,0.011417896767915724
8b1887ddc67fb58902f874cea99354d1,0.0,0.006869237885254215,0.009247134946323714,0.002957486402419724,0.006787820013478409
054177777faf6e7f44c8f614abcb2be1,0.0,0.0103134269319084,0.008133081601924975,0.004844260091210482,0.006449421737444604
604b0986d869351f5e29482918fd47cb,0.0,0.0,0.0,0.0,0.0
352134c441be78ed02b0c46914efbee4,0.0,0.006702318249658168,0.011067096872061017,0.010710862131486056,0.0059766831505412
6922dbdf21f7ac29c02339f0d1daefe5,0.0,0.0034634087635418975,0.007975561485524996,0.006838512386944409,0.012996748968168274
35ecc1db7dce7aa0e9a33f0c15c587df,0.0,0.0003450699454662467,0.0009360381518354449,0.00012920225023722382,0.0
e7cf3f18b8f69c500379d537207b4d81,0.0,0.0,0.0,0.0,0.0
f2fb5bb0c325924e10f3ae4aa16f0b9d,0.0,0.001916773339104378,0.005470645049333133,0.0029574511344416126,0.0035094512543250495
90c359420cc573582758884f51af9260,0.0,0.00020323137892490603,0.0,0.0007007112410731766,0.0002464412345473644
506034f9da6c777f14c4f7408def3cd1,0.0,0.010535318325240047,0.003768790230998584,0.014986048178914677,0.016928711409877426
cddeb4730930248f3e3b7072bb3f84db,0.0,0.006654227181909634,0.0056907006365383705,0.01208981921004705,0.006939944490200476
4286609de405153985ce6e3bf18e25f6,0.0,0.008294566405673144,0.008464837872932222,0.012205024033556075,0.0044090731488245745
6a2eb1f21bbfa414abf861218fec976d,0.0,0.0,0.0,0.0,0.0
991f6c5506fa6a4c22b49d004028ca36,0.0,0.006726156400069096,0.008623109393921037,0.0026907033196028746,0.004957805364194686
12f0627b0f930aff1182481eb84cbc7d,0.0,0.0,0.0,0.0,0.0
da08e5523114ac57f1271015eaee76e2,0.0,0.0,0.0,0.0,0.0
ad584cbd56af4950abc116bf8ffa5bd8,0.0,0.0,0.0,0.0,0.0
056187ef37d059aaf9b50168420fbd1f,0.0,0.0044919629688006295,0.006217781023203853,0.0018321312406067087,0.0051337698912600335
938647d500d0ed9e973136fe792d6b30,0.0,0.005059106794949886,0.008967649013165874,0.0026772431531257015,0.01211816427051059
f91ce6870c100293b42cb2e8f4d5f5d6,0.0,0.012350370114332855,0.006783418871384555,0.01028009571997524,0.01837496565195787
8667172cd6a726dc57f94203181b3116,0.0,0.0,0.0,0.0,0.0
6a9d95fb4f9dcc9d3ac5b5076f2dd911,0.0,0.0,0.0,0.0,0.0
6d326d08ed63c1522c8b05ba5578b704,0.0,0.004685347692169249,0.004812457356620534,0.012366853714160235,0.00984893952267019
e416d0916760d2fc17b616e2ac3ad855,0.0,0.005152457324979426,0.008159370941243485,0.0021339327412675017,0.00112387471338371
f9f727e34c48ea2d2d68e6fec13306b4,0.0,0.0,0.0,0.0,0.0
5053e8def81517e53866c29c13046dfc,0.0,0.0,0.0,0.0,0.0
b1a3f00cadf501c8afbc61f82d44e14c,0.0,0.00861531204197564,0.010529215571329633,0.012389239985165175,0.01339983263740748
dfdd4ded298c73bba21ca66e917be133,0.0,0.01338940269130454,0.02436578297255582,0.006744821860871229,0.00731706418883099
d525385fce4194f044a41ca81ad3c791,0.0,0.007404812869270174,0.00946582396125225,0.00754692564151508,0.009770900901501452
5a845e0ea4818d7f905f95d6c7feb660,0.0,0.0,0.00010169836265636123,0.0,0.00039228489636811955
e17f20cc08fbbe50140cbe85806907b8,0.0,0.015560528798393883,0.01936299874536052,0.008045309939626552,0.01476522377640901
f0953f493d78d5d9221b12662e2d47e9,0.0,0.0,0.0,0.0,0.0
6920e169494f5b165d81beec65f4f0f5,0.0,0.0,0.0,0.0,0.0
1b84b05165a78cf7e0645f6f639c86a4,0.0,0.002069297230330922,0.0052526188284134885,0.0008989397666445149,0.0
bf7c288e56837b9f97547481762972c7,0.0,0.0,0.0,0.0,0.0
70154c5195f47b59d183ea946c55b082,0.0,0.005169004153038925,0.00849789119937508,0.0183338180025606,0.007277058702422327
aa79d6e8127b2e8249f638cd04ec19b4,0.0,0.005005117012587517,0.005699743679581689,0.007550512336693421,0.005631698045329586
83845df173a937b5eb4c72ed4558e3e6,0.0,0.0,0.0,0.0,0.0
aa2792df67f96d08214065311882131c,0.0,0.004761623014852308,0.002636838165021457,0.010180192532844065,0.008816976492893123
fd03dc4a602424d5f2eda8a3111997b9,0.0,0.0,0.0,0.0,0.0
f9de57856df47feaed445e293fcb88d6,0.0,0.0,0.0,0.0,0.0
fc090e288032f90e9498b452ba441a67,0.0,0.004824005033720792,0.0025718125437253986,0.0012200081333875558,0.0041286055766733675
159dbd33ef1a82e73cf0e8085e333cce,0.0,0.0023411871435599202,0.007363068676006458,0.0003514572865724861,0.0010536462960982634
80e70001cfe9984ac9b29ea25f87893e,0.0,0.008778445616567298,0.007843994795548917,0.007528577703940781,0.009505891150518433
2055d4bcabed4296aec22202dc030fec,0.0,0.0027582308220400614,0.007428154920859262,0.001440934626895999,0.001181971388142319
183b6af4cbb2e73cd7237ed817e78bea,0.0,0.0,0.0,0.0,0.0
1135b318aed124692eb5e8b45d42581d,0.0,0.0036510643494056545,0.0035550376001516485,0.0024534917640545587,0.0
68e8bc7eea81ca0258dfdeb020925dca,0.0,0.0,0.0,0.0,0.0
0c604bc79204a6f4cea79c14bb7914ea,0.0,6.3123244259705e-05,0.0,0.0003764717558434516,0.0
4da4b1ad179282e65252bd7b7bd34d40,0.0,0.000508078447312265,0.0,0.00015317879896977087,0.0
dd71fb80e26a76a63f817a5bcf71d2d7,0.0,0.0,0.0,0.0,0.0
5afc2a9c279a0e72cb96fb88e116f994,0.0,0.006814464323378626,0.005183624533564754,0.001971287258008267,0.011717828787159976
af2e78403ec6def98c4fa60387485d6a,0.0,0.009498944527737732,0.016253787118761003,0.010683252095658933,0.0030070311012661316
8ceae18ee0348d694b1a6f77def3b22e,0.0,0.007198487462836994,0.0060275573233436385,0.005814720103285905,0.014599900976032844
56e0150a8caccce4572f750e42bd9cc2,0.0,0.0,0.0,0.0,0.0
885b769e573ae164daf500d315501d90,0.0,0.006309885374128549,0.007086553757872855,0.0019480220292932599,0.007605867892778643
22938df8e232d3f31729d9558a99c5cc,0.0,0.005584038237312585,0.00889273763349993,0.002323562064400312,0.005083169515923404
8f196eb756ca2c43bb186e6b98a5c6a7,0.0,0.0036866199262703915,0.008618047291521606,0.002150144381264157,0.003471647016375283
f02d06b7cee1929b718d6108c93c00ed,0.0,0.002277493637871507,0.002526557065673098,0.00932369954473399,0.004779732207503252
4f54152c30b3c41d2b09b5f0800a1a6a,0.0,0.0,0.0,0.0,0.0
3f04bd2a359b976892faa13fcb4de619,0.0,0.004937835771601971,0.008438499130465935,0.0036927420199826372,0.004243342849670101
197a3729dc5c2a845bca5422ffe4cc8c,0.0,0.0027565208698163857,0.000882650124997323,0.002752111096270562,0.0012384459636097635
19026183566db7ea1ad9b200971335ad,0.0,0.00038308785226097956,0.0010044314457425174,0.0,0.0
f186590f95cbc0aa1a0f4a37f5afba87,0.0,0.002473598122927127,0.000898470058441583,0.0019887584964852142,0.0024391949682073437
406d8f0b3fab9b62fbec2eaf8358e100,0.0,0.0,0.00010169836265636123,0.00018168451708588723,0.000388236626418999
10fb351bf35359df168431035a52ebe7,0.0,0.0036821445227895513,0.0008029939484611386,0.005532293158783364,0.003850244326610827
54b64017df438882505b225820b0cd6b,0.0,0.0030055353315673952,0.0037307659648247128,0.0,0.002144285181796618
d046360c73d1e4c0536e06310bc613db,0.0,0.0,0.00023724916225797445,0.0003871767666421034,0.0
340b0e69f7e38e3cae95739bd685a8da,0.0,0.0027561481398669816,0.005331655674658071,0.003989828314806909,0.0038197349884760033
b135fbde5a9c861d458a21258afbda94,0.0,0.011555267856337481,0.01042117980508283,0.02820243846676526,0.002512160221123961
903496fa4829e6e2a8890892d8c2785f,0.0,0.0,0.0,0.0,0.0
1606dd77af9faf5ca6185ddedd2d7c15,0.0,0.004992302450134515,0.004754674933840744,0.001899664948486333,0.005164422123370084
6e6197e34c868499333b2df37f3dd8d5,0.0,0.007574769553981261,0.010712509656836039,0.018246263401372798,0.00847714780456639
d359a15f60da1cf986d8bbceb6899f0d,0.0,0.00583721964617814,0.005237360932978944,0.0,0.0026960121756964815
4ed9b03a9cf9366629acd8f2d9f3216e,0.0,0.0,0.0,0.0,0.0
4999766a4e4c6e4e8c6a06b4e74f78d6,0.0,0.00020323137892490603,0.0,0.00010166734444896298,0.0
ac7d09912a44e01bb477b68a35a4ba9f,0.0,0.0,0.0,0.0,0.0
1b2643271fe274b8dba47f0b15390c87,0.0,0.0,0.0,0.0,0.0003973891740834368
4e83ac6483530dca14bec72a3a8989c9,0.0,0.0,0.0,0.0,0.0
8bbed4229f587e7fa7744585e1a6f76a,0.0,0.0,0.0,0.0,0.0
f5239a4c152d476bff4149c7cff9bb77,0.0,0.0,0.0,0.0,0.0
2f49d542aa16afa3864a9e2939e4f95f,0.0,0.0,0.0,0.0,0.0
55357b7fa07da6a981c32fea228aeb2b,0.0,0.003710696153069252,0.008224921036421891,0.003668537045585065,0.005084332404621897
5c32bb398fc5de9280fdca8678b258f7,0.0,0.0,0.0,0.0,0.0
13d7754a56b77b903ad8e14a106a6821,0.0,0.011998427611867642,0.011024708033265811,0.008773720924139453,0.008806307906336337
c61fdfbc76defcb72836932f1e424818,0.0,0.004092846915164977,0.006861567011235336,0.016970890570736842,0.005906636156042456
1f59c794fcc55b3abbbe02dfc2dd90b1,0.0,0.0,0.0010881724804230651,0.0010400327272023081,0.0010602660531412987
9292c4256e75653d4f498b54d05956e8,0.0,0.006039358139194408,0.0052919688906802745,0.012462744559266496,0.004929290721004416
9852ed0f4e67879c26004ffcd2c2f1a7,0.0,0.0032470862113239186,0.0,0.009026150130707452,0.00040980262614642124
2cee7446c6421e09889b0048649f0d84,0.0,0.003054828914107045,0.003837404293592343,0.0009828186828043295,0.004189416398554621
b9fdb958be0e2e5e093d91320d6db67f,0.0,0.0,0.0,0.0,0.0
ffefc9a0aade9e50fcd47685c9e1454f,0.0,0.005582605100607743,0.009493641751458474,0.004615717939407205,0.006642825962887979
75d49ec8408eeab1c32b95245f61567a,0.0,0.0,0.0,0.0,0.0
0ca2eb01c2e69f3b10c46f06b0d5c236,0.0,0.004853344272894686,0.00936185571292985,0.0157154021545467,0.00503141240647745
3b50e9874fa67e04b49f5a59ecf0059a,0.0,0.0006221837561825288,0.0010913583215960455,0.0,0.0
1df9823763ad52fb535bc80b7c91ec5d,0.0,0.0,0.0,0.0,0.0
9a936f049eff0ec59bd1451344e514c4,0.0,0.0032227390780397666,0.006376453268935032,0.0024501627791656444,0.001923771078359287
33d5b59b84249c30ecc17216fe3311e4,0.0,0.002142807557190815,0.005428354225438264,2.6293278736800775e-05,0.0015521845445025575
2c75e79ae17c6a283133096aa0fe1f51,0.0,0.003051027572163636,0.00020339672531272246,0.0022099323290780733,0.0010147178939781658
0bca2aa985f900160e83bd991d499732,0.0,0.015049281097046521,0.0068436118407013465,0.004699253187825778,0.02277267554346633
6576beacd97cb759d9f43328f945fbb3,0.0,0.009363332592170292,0.006569512991979996,0.0057803515450842715,0.003299769062040167
e0bef8bd1e1ece07258e7dd02118d59e,0.0,0.010316976736058168,0.012111307423510475,0.00776753876990915,0.005815953051076817
8eed6ffd25f435c2ea579c79cc79a6a8,0.0,0.01043443188274018,0.007439291863169013,0.006489478706719299,0.01279110625021506
8966d3d5d5b864468eaef7689e1c9f8d,0.0,0.0,0.0,0.0,0.0
1f5cfe8564eca46358234075d4300a11,0.0,0.00020436044214115556,0.0006331933770152015,0.00022620984139894265,0.0
beb68045bd38420e90f5e0a100ea54a8,0.0,0.0,0.0,0.0,0.0
b552b50e234762fd89820ddf8d124627,0.0,0.0,0.0,0.0,0.0
57c3f1478d243c15a2ee44e205029304,0.0,0.0,0.0,0.0,0.0
ecb0c1c7c866bb56108d431555dd4aab,0.0,0.0,0.0,0.0018862173174384075,0.0006227200402301275
3c64d2c93b904bbe649adbdf95109857,0.0,0.017768997160432825,0.008044993436201036,0.005725095876085223,0.007628204190732472
a9009c395a96d10a7bb1fd23f5efe0b8,0.0,0.00869184907808667,0.008971471433804877,0.009173200334549377,0.03171024355324976
d4c011ca2624716a23acd388579b0907,0.0,0.0,0.0,0.00016939857114843393,0.0006696122634045098
b8b40b27de71c8a3a280c0439d4602b9,0.0,0.007970518150025772,0.0005634500193637792,0.005135196824712521,0.0035010859901136626
2c27361b2f95e8d0646fbcc02e0b9806,0.0,0.003336156115972252,0.002474895713768977,0.0011576917752009878,0.0019619802785402055
Score,-2.0434969295326733,0.25,0.5,0.25,0.5
OOB_score,-0.18804185025015463,0.0,0.3333333333333333,0.16666666666666666,0.4166666666666667
