,Source,MaterialType,PlasticTypeSpecific,PlasticTypeGeneral
e017a6b7c7b2f10331240fa81a7cceeb,0.03822376357056695,0.03484848484848485,0.033766429974316364,0.025185921826357663
41ebb4383afe258a15644cba1eea5556,0.033398673100120624,0.05086363636363636,0.03799667623508083,0.02360774818401937
a01df357b1da120c5070bf1fc09ef7c9,0.03302171290711701,0.028181818181818183,0.02447499622299441,0.022548426150121065
b3cb035d9b14fd7a532d48ed31f70917,0.03287092882991556,0.029696969696969697,0.01979150929143375,0.025121065375302662
17218dda59538314c85f44207dc49da8,0.03211700844390832,0.023181818181818182,0.03157576673213476,0.01694915254237288
bbf9908e901b1b955bbae9da0141cf33,0.03211700844390832,0.02409090909090909,0.017223145490255325,0.01967312348668281
26dff29e934ef617e762037050a966d8,0.03174004825090471,0.03636363636363636,0.04192476204864783,0.026634382566585957
84840b6fd83c5dc9a49e2897754aa76d,0.02962907117008444,0.02156060606060606,0.046003928085813564,0.037832929782082324
12fa95711de79483ffa5dd7a8b7ed000,0.0288751507840772,0.020757575757575756,0.021226771415621695,0.02164043583535109
ab3eb9b1e9ed1614db00083ab3101a5a,0.02864897466827503,0.042272727272727274,0.02613687868258045,0.012863196125907991
3afa67d472eebdd21c6570169e88a392,0.028498190591073582,0.013484848484848485,0.025230397340988066,0.034049636803874093
3af63822186c71a53b4c8fb26d53d899,0.027291917973462,0.018333333333333333,0.008611572745127662,0.008777239709443099
e7d7c710d6c10fc9f9677ec78e69214a,0.026537997587454766,0.014393939393939395,0.003928085813567004,0.029509685230024212
0def5d01974bc7322693d79b2c7e124c,0.026085645355850423,0.013939393939393939,0.02130231152742106,0.02360774818401937
414933987972080971031a8943ddf24d,0.025934861278648975,0.03409090909090909,0.023417434657803292,0.01679782082324455
327b2c1e9c200e51d845bd4ab21c1ab0,0.025784077201447528,0.016212121212121212,0.015712343254268017,0.01513317191283293
5cb587b52e28edbc2ac686d344799b82,0.024879372738238842,0.015151515151515152,0.026741199576975374,0.03041767554479419
c8e218aa9dd6d6cb462b47e1314af523,0.02405006031363088,0.041712121212121214,0.025910258347182354,0.01513317191283293
b68351b7faa2d92d5e8c0e7914eca671,0.023748492159227984,0.04419696969696969,0.026590119353376643,0.024364406779661018
9a549aac1c24f6abe81445062ee7aff6,0.022466827503015683,0.007121212121212121,0.0033237649191720803,0.008777239709443099
b120446db5aae8d5cbb5424b1d1c24bd,0.020506634499396863,0.006666666666666667,0.0034748451427708115,0.009836561743341405
fd0d517ed70c4a859ffad0a22201fa25,0.019903498190591073,0.025303030303030303,0.031046985949539207,0.03389830508474576
52cde3121930654ac3de59ce3870bca7,0.01982810615199035,0.0,0.01812962683184771,0.02344020235212729
441a582791b3595adb6e945cf051c82e,0.01884800965018094,0.026818181818181817,0.016392204260462305,0.009836561743341405
1e37f70d9532f77b94158775a78f4c2f,0.018244873341375152,0.02696969696969697,0.017223145490255325,0.015738498789346248
b2c19857f67f4b276051ca96fe9c326e,0.01718938480096502,0.02893939393939394,0.015863423477866748,0.025121065375302662
f1749e6f42e5289ac734dc5cf02731f1,0.017113992762364295,0.013636363636363636,0.014126000906481341,0.03162832929782082
bab432a345972a87d74640d1d29f3cd8,0.01703860072376357,0.027878787878787878,0.018280707055446443,0.020278450363196126
fec88a8b2bb1bf37f98578a5ef8e75ca,0.01703860072376357,0.01787878787878788,0.032180087626529685,0.03344430992736078
04ca789f14a416a4bb241a8f39b548ba,0.016887816646562123,0.028333333333333332,0.017223145490255325,0.008928571428571428
61730f068f783d3a4daa3895fa5c136a,0.016887816646562123,0.025,0.028856322707357607,0.018008474576271187
274c6004a600c7531d6664c04439219b,0.016586248492159228,0.00196969696969697,0.010575615651911166,0.010290556900726392
1e760eaeea8c5c4b6848af8c2d21ba78,0.01643546441495778,0.016363636363636365,0.03097144583773984,0.020127118644067795
7ee246199fcaa7fe7549b3ef4a146430,0.016133896260554885,0.006363636363636364,0.013295059676688321,0.020278450363196126
62d6ec92613775c7121dcfb0c9284a23,0.015983112183353437,0.012575757575757575,0.01782746638465025,0.031174334140435835
f186590f95cbc0aa1a0f4a37f5afba87,0.015681544028950542,0.007575757575757576,0.02281311376340837,0.027391041162227604
9faa5da522a5a7bdd982b15345a4690a,0.015530759951749096,0.013636363636363636,0.018280707055446443,0.0211864406779661
1e0f2808741eb1fb9f4c86d281012c46,0.015530759951749096,0.022272727272727274,0.027194440247771567,0.02391041162227603
4cbd04025460aa84b70e454121e0858a,0.014927623642943305,0.0,0.014956942136274362,0.027391041162227604
7b077e49757f181000e69356f9278ddf,0.014776839565741858,0.005454545454545455,0.002568363801178426,0.014225181598062953
197a3729dc5c2a845bca5422ffe4cc8c,0.013796743063932448,0.0,0.0,0.004085956416464891
fcd18b8f86690e47064e7425cf3e1336,0.011761158021712907,0.04212121212121212,0.01397492068288261,0.03279034071255621
c86453afce287453fde5586df763c8a7,0.010554885404101327,0.022727272727272728,0.012539658558694667,0.012106537530266344
98cd8bc3101accd6aa731beec64d8e22,0.008443908323281062,0.01893939393939394,0.0400362592536637,0.012409200968523002
f2096ff78b85ef6b0e815dcd655bed9b,0.007237635705669481,0.012878787878787878,0.024777156670191872,0.011198547215496369
d93558a66bfbab9c9f63588930c120ed,0.005126658624849216,0.007121212121212121,0.004230246260764466,0.006809927360774818
0c5d2114ee9993714e590b3f7cb4e9ef,0.004975874547647768,0.0027272727272727275,0.0049856473787581205,0.009382566585956417
47794d8efa34887233c20ed1ae89b857,0.004523522316043426,0.007424242424242424,0.0049856473787581205,0.015435835351089588
2cf50ffeeef450b2659e7cb419352088,0.0039203860072376355,0.009848484848484848,0.027043360024172836,0.0036319612590799033
a69b3ec2e4c570ba8aaac098a958e6c9,0.0036188178528347406,0.006363636363636364,0.003777005589968273,0.0036319612590799033
c2a787cf867ebfdce216002bcc8a94e1,0.003468033775633293,0.0,0.0030216044719746185,0.007415254237288136
4bf355e6121db800045aebaf673130de,0.002864897466827503,0.0,0.002115123130382233,0.005901937046004843
88b71e1405c6fc9454d1f095b298e884,0.0027141133896260556,0.0,0.002568363801178426,0.010441888619854721
b344ca84da52e78c977a08815e3c04a8,0.0,0.0,0.0,0.0
587a0606b24db52ca037cc6f7a6bdfa6,0.0,0.0,0.0,0.0
f53c07ae4b76f350eac017cc59080375,0.0,0.0,0.0,0.0
2f35b61d3cd5d03602352992382297bb,0.0,0.0,0.0,0.0
9dca0e77ce0f7d027457c9a8eba1c415,0.0,0.0,0.0,0.0
a6741c3a854425bd008245edf3bca5f7,0.0,0.0,0.0,0.0
5c2e7d360af3de341935ce968442237e,0.0,0.0,0.0,0.0
cb3ff8ea74063e0a8c216a789004eed0,0.0,0.0,0.0,0.0
60ef091808b7bfd3fbdec0892c9c9a55,0.0,0.0,0.0,0.0
db5ce78b27eb7a587ccb1a6fdc84a69b,0.0,0.0,0.0,0.0
04409c001c6161d6ec9900fccc781be1,0.0,0.0,0.0,0.0
e0cad8a72f09575195bfada56240c713,0.0,0.02106060606060606,0.003777005589968273,0.0
6869a99175f7c0753a95d1a6f62621f0,0.0,0.0,0.0,0.0
a996c19e2d20337b7077a95b6e7fbe53,0.0,0.0,0.0,0.0
cf305215258eac97fb23b580349a8791,0.0,0.0,0.0,0.0
793cbd68bff1e16a5d6c2f7fa46f9d56,0.0,0.0,0.0,0.0
78a42e01e14fb867f9c985579bcc76f4,0.0,0.0,0.0,0.0
00b29436d3526a4cd1af9a9db16c6d0a,0.0,0.0,0.0,0.0
eac31e645b03f4053518c25c0a21796c,0.0,0.0,0.0,0.0
db7d303e5662eb60baf7061ca1067a7a,0.0,0.0,0.0,0.0
e4304c9496921fcf8a88c1ef30dfd0eb,0.0,0.0,0.0,0.0
7fb5f2537eac182f8c30734bd2f43537,0.0,0.004696969696969697,0.0,0.0
fc6622c636a5210293fb2873fc4761d9,0.0,0.0,0.0,0.0
c7bdb837bcef158189ee644423f4771f,0.0,0.0,0.0,0.0
b54c1720a59b2a1aadce4a36a78b7893,0.0,0.0,0.0,0.0
e5d2897df2f464827244b871d67ee050,0.0,0.0,0.0,0.0
c85bb8131d018e1a34bee38f5dbd10b3,0.0,0.0,0.0,0.0
4ad5824f21be83370c8c9a38616e01b5,0.0,0.0,0.0,0.0
14d7d01916a984b610394f3ce12c2b2b,0.0,0.0,0.0,0.0
9852ed0f4e67879c26004ffcd2c2f1a7,0.0,0.0,0.0,0.0
9e55bd0c112c7a000168549e84084033,0.0,0.0,0.0,0.0
4e85bc0d0fcdc9e53873c6a39b33387f,0.0,0.0,0.0,0.0
5d20636f2662baf66b57b82984001208,0.0,0.0,0.0,0.0
4608fae4bbc9964cdd17af8782f2155e,0.0,0.0,0.0,0.0
7d1b5f927eb402049d75f4ab1615e717,0.0,0.0,0.0,0.0
ad72127c01dac114c005c83404612b5d,0.0,0.0,0.0,0.0
573091d7ddd85f9c5f14a7e53d2ba0bf,0.0,0.0,0.0,0.0
a66e4cea3b49ed188a0493c84c781478,0.0,0.0,0.0,0.0
b96f7ed4bfe5c046478fc8083129a28d,0.0,0.0,0.0,0.0
59dc4aef6d79cac87007bd70f6a760a4,0.0,0.0,0.0,0.0
893b4da0f61be2d439261e3eb9bb9daf,0.0,0.0,0.0,0.0
b64da598f61b1aed5d25cb409cc01105,0.0,0.0,0.0,0.0
3f9b24cc43454cc97b76d49dea92f30a,0.0,0.0,0.0,0.0
9bcf90bea2457aa6c398bea45d80a96b,0.0,0.0,0.0,0.0
e7379f7318de2d38ce7c591b86e0a819,0.0,0.0,0.0,0.0
431539489604228a7a7df54fc5383c8b,0.0,0.0,0.0,0.0
1fab534a4ec1cffab7a5d69d9f679161,0.0,0.0,0.0,0.0
4b2daf2876f0b3a1296889c7f56bb8e7,0.0,0.0,0.0,0.0
6a58f80bccb1d081597e2fe8cbb1c3d1,0.0,0.0,0.0,0.0
09161942434aa5ff6287e22ebaaa6a0b,0.0,0.0,0.0,0.0
453c86cda659e18b8bfcd99ded2da7f9,0.0,0.0,0.0,0.0
e2979f57201e9312eb5d551f4ad4a436,0.0,0.0,0.0,0.0
b9e651be242e02cdd3c5e4754073d534,0.0,0.0,0.0,0.0
Score,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
OOB_score,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222
